player_id,player_name,position,team,gameweek,manager_id,squad_position,bench,points,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,in_dreamteam
696.0,Dacosta Gonzalez,MID,BOU,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
697.0,Sadi,FWD,BOU,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
705.0,Ouattara,MID,BOU,29.0,transfer market,,n/a,3.0,129.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.8,47.3,18.0,8.4,3.0,False
707.0,Pollock,FWD,BOU,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
713.0,Semenyo,FWD,BOU,29.0,transfer market,,n/a,2.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.3,0.0,0.0,2.0,False
718.0,Viña,DEF,BOU,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
722.0,Zabarnyi,DEF,BOU,29.0,transfer market,,n/a,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2,0.0,0.0,0.0,1.0,False
723.0,H.Traorè,MID,BOU,29.0,transfer market,,n/a,3.0,89.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.8,19.6,14.0,4.2,3.0,False
735.0,Greenwood,DEF,BOU,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
736.0,Kinsey-Wellings,DEF,BOU,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
78.0,Jansson,DEF,BRE,29.0,transfer market,,n/a,9.0,180.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,78.8,0.7,17.0,9.7,9.0,False
79.0,Nørgaard,MID,BRE,29.0,Dani,6,fielded,3.0,164.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,11.6,2.5,6.0,2.0,3.0,False
80.0,Toney,FWD,BRE,29.0,Ruslan,11,fielded,11.0,180.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,40.0,58.8,25.0,60.0,14.4,11.0,False
81.0,Raya,GK,BRE,29.0,Dani,1,fielded,8.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,47.0,91.4,0.0,0.0,9.2,8.0,False
82.0,Canós,DEF,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
83.0,Dasilva,MID,BRE,29.0,transfer market,,n/a,2.0,45.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.4,11.3,0.0,1.5,2.0,False
84.0,Ajer,DEF,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
85.0,Henry,DEF,BRE,29.0,Yahya,4,fielded,3.0,180.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,16.2,2.4,4.0,2.2,3.0,False
86.0,Janelt,MID,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
87.0,Ghoddos,MID,BRE,29.0,transfer market,,n/a,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,4.0,0.0,0.6,1.0,False
88.0,Jensen,MID,BRE,29.0,Sami,7,fielded,7.0,145.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,55.4,30.9,9.0,9.6,7.0,False
89.0,Wissa,MID,BRE,29.0,transfer market,,n/a,2.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.4,0.5,2.0,0.6,2.0,False
90.0,Roerslev,DEF,BRE,29.0,transfer market,,n/a,2.0,74.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,13.6,0.7,2.0,1.6,2.0,False
91.0,Bech,DEF,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
92.0,Pinnock,DEF,BRE,29.0,Santi,2,fielded,9.0,180.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,112.2,4.4,33.0,15.0,9.0,False
93.0,Onyeka,MID,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
94.0,Baptiste,MID,BRE,29.0,transfer market,,n/a,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.8,16.1,7.0,3.2,1.0,False
95.0,Mbeumo,FWD,BRE,29.0,Dani,11,fielded,11.0,139.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,31.6,27.9,16.0,7.6,11.0,False
96.0,Goode,DEF,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
97.0,Forss,FWD,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
98.0,Thompson,DEF,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
99.0,Bidstrup,MID,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
100.0,Balcombe,GK,BRE,29.0,transfer market,,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
